"","episode","start_time","end_time","actor","text","vox_machina","guest","staff","matt","arc","arc_no","time_in_secs","word_count","words_per_ms","turn_number","actor_Guest"
"287",12,4560.696,4562.655,"MARISHA","pretty good.",1,0,0,0,"Kraghammer",1,1.95899999999983,3,0.00153139356814714,287,"MARISHA"
"288",12,4562.655,4570.619,"MATT","cool bit. i'm gonna finish up here real fast with some other ideas. so those are cities. those are towns. what makes them so special is, in the d&d world, and in a lot of rpg worlds, outside of those bastions of civilization is a very dangerous world. and you can change that up however you see fit, but i find that it definitely makes for a better environment if the players understand that in the wild you find things that are wild. there are creatures that roam free. there are monsters and beasts that call these places home and need to eat and survive. there are intelligent entities that are building their own civilizations in the darkest depths of the mountains or in the shadowed patches of the local forests and going outside of a town, most traveling caravans need to have muscled support hired to come along the way. if you travel alone there is always the possibility of bandits ransacking you on the road or some sort of large hulking beast comes tumbling out of a nearby cavern structure and attacking the, you know, the people. there's so many different ways that you can incorporate a dangerous, wild world around these bastions of society, these little points of light, that makes the game feel more dangerous. it heightens the stakes for the players whenever they have to travel, and it makes returning to a town that much more of a breath of fresh air. then, consider villains. villains are npcs that inherently have very selfish goals that are detrimental to society at large and/or the players. k'varn being the big bad of the recent arc. he is definitively one of the main villains if not the main villain of this arc. you can create villains that are kind of one-offs like this. they eventually found k'varn and they killed him. you can create villains that are long-standing and recurring. like earlier in the campaign, the dread emperor was always present, but they didn't even manage to find him until the very end. that was a recurring theme throughout, kind of built that tension about that villain. and not all villains get killed. some villains, when they're damaged, they get the heck out of dodge and return later even more prepared and more ready, you know. but sometimes the players can be clever and keep them in there and don't deny the players if they're really smart and prevent your villain from escaping when he tries to. 'cause you don't want you want to reward the players for being really smart. remember, good villains are also very smart and usually have a pretty strong exit strategy if everything goes to shit. so villains are a really cool thing to flesh out their persona and their personality. you look at a lot of great literary archetypes that can expand on that for you. you consider like, you know, the chaotic evil-type villain, which is the joker from batman. someone who just like loves the idea of violence and destruction and ruining the world around them for their own personal enjoyment and personal gain. you have the lawful evil villain more of the darth vader types that work in a structure of law but use it to their advantage. they twist people's ideals of honor and society and relationships to put them in a position of power in which no one can really contradict, what they say goes. and through that, they maintain power and they maintain control over people around them. then you have just general evil. you have all sorts of different types of evil archetypes you can play with in there, but have fun fleshing out a villain and having them be as sadistic or as controlling or as charismatic and enjoyable for the players to encounter, as much as they hate them, you know, you can have a vast variety from there. but recurring villains are a fun theme and generally up the experience more than just having a big bad every session that they go in and kill, get the loot and leave, you know, it's fun to have that recurring element. i'm gonna cruise through a couple of points here for you guys, so we can start getting to these guys to playing here. or any questions they have for the story. story hooks. story hooks are essentially what gets the players to start seeking the story, and there's a lot of great examples in the dungeon master's guide here, if you guys pick up a copy, that explains a lot of different ideals of how you can get the players invested in your story. let's see if i can find it real fast back here, but essentially a story hook could be when they enter a tavern they notice that someone in the corner is hunched over and eventually falls forward off their stool. the party goes and inspects and finds out that they've been stabbed and are bleeding out, and in their dying words they reach up to the player. they whisper a name, like, oh shit, what is that name? what does that mean? and someone in the room is like, that name, that's the name of the leader of this one temple of pelor, the god of the sun, the god of light. okay, well, the players now have the idea that someone got murdered and their last words were the name of this person. let's go find out what their relationship was. that's a story hook. someone got murdered mysteriously and you only have a name to go off of. that's an example of a cool story hook that the players might be interested in pursuing. some players might be, ""ah, fucker died. whatever."" and that story hook goes away. but that's up to the players and that's going to put them in the territory of being a little more neutral to evil than good players. so if they make good characters and they do stuff like that, repeatedly, they might start pushing into the evil territory and maybe drawing the ire of other npcs nearby that are good. the captain of the guard rushes in and inspects, ""what happened to this man?"" and you're like ""i don't know, he died."" he's like, ""grrr, i ""don't like the look of these people who don't care about the lives of others."" maybe going forward, whenever they encounter the captain of the guard, he immediately mistrusts the party, and they've already established that relationship negatively. so let's see, what's some other good examples of story hooks they have here in the book? 71 and 72. we'll see if they've got that up. all right, bear with me as i pan through. and like, there's a lot of great breakdowns for villains and npcs and stuff in the players' handbook, guys, so if you're planning to dungeon master a game i highly recommend you read through. it's a really, really great resource. ah, all right, 71. all righty. so there are a bunch of cool dungeon goals and wilderness goals, like ""foil a villain's evil ""scheme"", ""destroy a magical threat inside a dungeon"", ""acquire a treasure"", ""rescue a captive"" these are cool dungeon goals. they have it broken down into wilderness goals as well, like ""establish trade with a distant town"", ""map a new land"", ""find a natural resource"", ""escape the ""reign of a tyrant"". and you have other cool ideas for goals. ""defending a location from attackers"", ""retrieving an object from a caravan"", ""infiltrate a fortified location"", ""successfully travel ""through an obstacle course to gain recognition or reward"". these are all very loose, very simple story hooks and goals that you can then weave a story around based on how you've built your town and you've built your npcs. so don't be afraid to go ahead and grab a copy of these, this can kinda be used as an example if you're feeling a little lost through their story. you can actually just roll randomly on these players and be like, ""all right, what are they doing today? oh well, ah, ""looks like they're infiltrating a fortified location. let me come up with some bullshit that, ""you know, justifies what they're doing."" so you can, technically, dm a game randomly by just rolling off these and improvising from that point forward. that's a little more of an advanced dungeon master technique if you really feel like just winging it from there. but that's a really cool resource to have at your disposal. another question, another thing i wanted to bring up with you guys was encounters. so when you do get into battle or when players encounter creatures or monsters or villain characters and they want to fight, you then go into an encounter, and you want to consider when you prepare for encounters, you think, where are they? are they fighting in a dungeon or are they fighting in forest or are they fighting in a swamp? are they fighting in an open plain? and you go through a book like the dungeon master's, or sorry the monster manual, and find creatures that you think would live in that type of topography. so if they're in an open field, you can think of more wild beasts or, you know, clans of roaming orcs. if they're in deep, deep mountains you can find creatures that burrow and naturally live in more earthy-based terrain, and you build encounters around that. there are some really great websites online that have encounter calculators where you can basically tell how difficult an encounter is based on how many players are in the party, what level they are, and you can build the encounter based on that. that way you don't end up accidentally making something that's too difficult or too easy for the party. and you don't want to make everything too hard. some battles can be fun and easy and really kind of have the players enjoy being badass and rushing into combat and just killing things really easily and being, 'ha-ha! i ruined everything! that's great! i am powerful!"" and you can have some battles that are pretty, ""phew, that was close. that was a good fight."" and then occasionally you want to throw them a curveball and have something they really have to struggle through, so when they finish that battle they really have to take a rest and realize, ""we almost lost one or more people in ""that fight,"" and that makes the stakes that much higher at that point, but you don't want to constantly be hitting them with super-hard battles. you don't want to be making things consistently too easy because it isn't a fun challenge for them. and consider terrain for combat, too. not every battle is just you versus monsters. sometimes there's a big cliff involved and the battle could be at a distance. sometimes there's pits of lava in the middle and that becomes a danger or a tool depending on how you look at it during the battle. sometimes, especially in urban combat, you have rooftops and alleyways in which you can use that to your advantage to avoid things, or push guys off a roof to fall and get hurt. or fall onto things, you know. there can be traps involved that you know are there that you can then push guys into. there's a really cool way of building encounters that are beyond just hitting things and doing damage. which is fine, too, don't get me wrong. also, if there's a monster in the monster manual that you like like, this is a really cool monster, but it's too easy, like the players are all level ten and this is a level three monster, you can customize the monster. you can make the monster more powerful. add more hit points. raise the stats a little more. give it a couple of unique attacks that you think would be fitting for it. if you don't like the fact that the bulette only has like a bite and stomp attack, maybe you decide that this bulette actually grew up or was raised around some sort of arcane, natural arcane relic that infused it with a resistance to magic and a capability that it has like electrical charges around it, and now when everyone, whenever anyone starts their turn next to it, they get shocked. it's an electric bulette! that's kinda cool. why not? you can customize and alter any aspect of any creature in the book. once again, all guidelines. you can go with the basis here, and it's a lot easier if you don't have a lot of time, but don't be afraid to customize and alter things to fit certain aspects of your world or your story as you see fit. it's great. i had the players in this campaign fight a proto-lich when they were level three or four. liches will wipe the floor with pretty much anything, but i considered it would be cool to introduce that powerful undead aspect if it was like just barely cresting out of its initial ritual to become a lich, in which case it was in a very weakened state. so if they had waited a day or two, that lich would have ruined them. it was still a tough battle, but they caught it when it was still essentially birthing, which made it a very, very weak lich. that's not in the books. i just took what was there and scaled it way back. that made for a really fun encounter. so, all guidelines. you can customize as you see fit, and there are great communities online of people that create creatures or beasts and have suggestions or feedback for anything you create. don't be afraid to reach out there. once again, i apologize, because this is a lot of information up front for trying to squeeze this in for you. also, maps! you see in critical role we do combat with maps that we draw up of terrain and we have everyone has individual models and the creatures have models. that is not necessary. i have found it's very helpful for our campaign because we have eight players, which makes it very difficult for everyone to keep in mind spatial awareness during the battle, who is who and what they're doing and how close monsters are. i grew up playing dungeons and dragons and other rpgs without maps or models at all. it was all theater of the mind, all in the brain, which is a lot of fun, but when you get a certain critical mass of players it becomes unwieldy, so the the models became necessary for us, but what we're doing tonight when we play our game, there's going to be no battlefield, no models. it's all going to be just keeping it in your head and me letting you know what's happening and where you guys are, so don't feel like it's absolutely necessary to do that. i just find it makes it easier when you have more players. and it's fun to draw maps. sometimes it's a lot of fun to do that. another question that has come up a lot. experience points. so, monsters that are killed or defeated in battle give you experience points. they don't necessarily have to be killed to get that experience points. if the players still win the encounter, meaning they forced them to surrender, or they managed to fight them to the point where they have to retreat. that is still a victory and the players should still get the experience for that encounter. you may give them a bonus if it's a big boss fight and they killed it and then get to reap the rewards of it. that's cool. that's totally up to you as a dm, but, you know, if they still successfully complete an encounter they still get the experience. if they flee from an encounter and the players technically lost the battle, you can still give them a little bit of experience to gain from that, but it would be largely docked by that, and that's totally up to you. that's combat experience. what about role-playing experience? that's arbitrary based on what you want to do as a dm. you can just write down, well that's cool, they get five hundred experience for that social encounter. you can make it up on the spot, and i recommend keeping an eye on what level the players are and what the experience values are for each level, so you know how much they need to get to the next level. that allows you to kind of build a structure. now for me, to keep track of roleplaying experience, it's an endeavor with eight players, so what i do is i have what i call a hatch marks system, where whenever anybody does something in the game that's a cool roleplaying experience or they save a circumstance i will give them a hatch mark next to their name. or multiple hatch marks if it was really, really clutch and really kind of changed the dynamic of the circumstance and saved their bacon. or if they failed miserably at something but they gave it a really, really good try and it was a cool idea, i might still give them a hatch mark or two, 'cause it was a good shot. and so at the end of each game i have a kind of an equation for myself where i multiply their level by 25, so right now they're all level ten, it would be 250 experience and that's i give them that many, i multiply it by the number of hatch marks they get. so if somebody gets three hatch marks in a game, right now, they would get an additional 750 experience points at the end of that session based on the roleplaying experience. so that way i don't have to think too much about the math in the game, i just go, ""that's cool."" hatch mark. ""that was ""really cool!"" hatch mark hatch mark hatch mark. and then at the end of each session i'll go ahead and multiply the level by 25 and then multiply that by how many hatch marks i've given them and that's their total roleplaying experience. that's worked well for me. it's not for everyone, but i think it's a good way to quickly add up those moments and make sure players don't feel like you're slowing it down to keep track of who's done cool shit. that's a really condensed overview of dungeon mastering. um.",0,0,0,1,"Kraghammer",1,7.96399999999994,3238,0.40657960823707,288,"MATT"
"289",12,5433.479,5434.379,"MARISHA","an hour later.",1,0,0,0,"Kraghammer",1,0.899999999999636,4,0.00444444444444624,289,"MARISHA"
"290",12,5434.379,5438.838,"MATT","they've asked me a lot of questions via twitter and that's kind of what i've built this up for, so i apologize for you guys. thank you for being patient. we're going to take a couple of questions from the chat room, and then we're going to go ahead and start the game here in about 15, 20 minutes or so. so, as i said, i hope that's a lot of information for you guys, but dungeon mastering, it's a lot of fun. it takes some time. you have to kind of set aside some time. i say generally it takes about an hour of gameplay per hour of preparation, so if it's going to be a six-hour session it might take anywhere from three to six hours to set up for that properly, but it doesn't have to be that long, that's just me being super thorough, which i'm obsessive about. but yeah, be open to improvise, be open to let the players play and let them guide you sometimes in an off-direction, and have fun. let the players be heroes. let them try anything, just know that if what they're trying is really ridiculous, they have a really, really low chance of succeeding, and most of the time they'll fail and it's a spectacular failure and you'll all laugh about it. if they succeed that roll, that is an epic fucking moment that you're all gonna remember, because that player pulled off that third-act amazing maneuver that completely changed the dynamic of the story and that's really what this game is all about. i still remember and tell stories from our campaign like it was something we all personally did and experienced. it's really weird. it's weird! i love it! but it's weird. so, i love it. playing the game is great. learning the rules is great. dungeon mastering is a lot of fun. it's scary at first, but i guarantee with a little bit of time, it's really rewarding and it's really, really not that hard at all. so yes. let's answer a few questions in the chat room, guys, let's see if you can chime in on this. we'll take about ten minutes of this and and then we'll jump into the game with you folks. and once again thank you for thank you for your patience.",0,0,0,1,"Kraghammer",1,4.45899999999983,422,0.0946400538237308,290,"MATT"
"291",12,5544.109,5548.312,"MARISHA","i'm pretty stoked for the characters",1,0,0,0,"Kraghammer",1,4.20299999999952,7,0.00166547704020956,291,"MARISHA"
"292",12,5548.312,5550.313,"MATT","i am excited.",0,0,0,1,"Kraghammer",1,2.0010000000002,4,0.00199900049974992,292,"MATT"
"293",12,5550.313,5553.014,"MARISHA","we've got some good stuff going. we've got some good stuff going.",1,0,0,0,"Kraghammer",1,2.70100000000002,15,0.00555349870418359,293,"MARISHA"
"294",12,5553.014,5557.183,"MATT","actually, as a note to remind you guys, too, one of the cool things about fifth edition, two things they did, they got rid of a lot of the floating modifiers that previous editions had, like you know pathfinder was one, was a great system but i found in battles, especially with a lot of players, you'd be like, ""all right, so i get plus one to hit damage from the bless spell, ""and the bard gives everyone plus two to hit and damage, oh no it's just hit, no it's to hit ""damage, okay, and you're going to plus one from that ability, but only within ten feet of them""",0,0,0,1,"Kraghammer",1,4.16899999999987,116,0.0278244183257385,294,"MATT"
"295",12,5574.776,5576.052,"MARISHA","don't forget enhance ability!",1,0,0,0,"Kraghammer",1,1.27599999999984,6,0.00470219435736736,295,"MARISHA"
"296",12,5576.052,5577.556,"MATT","""right, enhance ability, all right, is that a plus two from""",0,0,0,1,"Kraghammer",1,1.50399999999991,13,0.00864361702127714,296,"MATT"
"297",12,5577.556,5580.609,"MARISHA","hey don't forget, hey!",1,0,0,0,"Kraghammer",1,3.05300000000079,6,0.00196528005240696,297,"MARISHA"
"298",12,5580.609,5583.071,"MATT",""" so it's plus seven to hit plus nine to damage on that?""",0,0,0,1,"Kraghammer",1,2.46199999999953,15,0.00609260763606939,298,"MATT"
"299",12,5583.071,5586.527,"MARISHA","the hunter's mark. hunter's mark! don't forget hunter's mark!",1,0,0,0,"Kraghammer",1,3.45600000000013,14,0.00405092592592577,299,"MARISHA"
"300",12,5586.527,5588.017,"MATT","well, we still have that problem, but that's laura.",0,0,0,1,"Kraghammer",1,1.48999999999978,11,0.00738255033557155,300,"MATT"
"301",12,5589.47,5593.366,"MATT","but that became an issue with a lot of big battles, i found, especially with eight players, so they simplified that in this edition. most modifiers to hit and damage are pretty consistent. you don't have a lot of crazy things. what they do have is advantage and disadvantage. if an experience or a circumstance in the game puts you in an advantageous position, you get to roll two d20s and drop the lowest, so you get the higher of the two rolls. if you have disadvantage, you have to roll 2d20 and drop the highest, which is rough. so that's a really simplified way of kind of playing spells to give you the advantage or get enemies disadvantage in that circumstance, which is great. another big thing to consider for fifth edition is, and you guys went over it a little bit, backgrounds. not necessary. players that are new to the game might find it very interesting, but when you ask about your character's background and what they've done, where they come from, and how that builds them as a character, you can completely come up with whatever you want to. you can say they came from this background, they did these things, and this is all in my head in how i plan the character. some people either are having a little bit of writer's block with their character or they don't know where to start or they just don't have a lot of experience, there's a great section in the new player's handbook about backgrounds, which you get to choose where your character comes from, where they grew up. they could be a folk hero, they can be a charlatan, they can be an acolyte, they can be a soldier from a war long past. they can be an entertainer, and that gives them bonus proficiencies in their skills that pertain to their background, and it gives you examples of certain personality traits that you can choose or randomly roll from. for example, go to the background section of the player's handbook over here, you can find where is it?",0,0,0,1,"Kraghammer",1,3.89599999999973,364,0.0934291581108894,301,"MATT"
"302",12,5682.411,5685.513,"MARISHA","actually, dan made his character with his background this way.",1,0,0,0,"Kraghammer",1,3.10199999999986,11,0.0035460992907803,302,"MARISHA"
"303",12,5685.513,5686.37,"DAN","it's true.",0,1,0,0,"Kraghammer",1,0.856999999999971,4,0.00466744457409584,303,"GUESTS"
"304",12,5686.37,5688.183,"MARISHA","so we can just hear about his background as an example.",1,0,0,0,"Kraghammer",1,1.8130000000001,12,0.00661886376172053,304,"MARISHA"
"305",12,5688.183,5689.74,"MATT","right, so let's go ahead and hear about your background, dan.",0,0,0,1,"Kraghammer",1,1.55699999999979,13,0.00834938985228116,305,"MATT"
"306",12,5689.74,5691.123,"DAN","all right.",0,1,0,0,"Kraghammer",1,1.38299999999981,3,0.00216919739696342,306,"GUESTS"
"307",12,5691.166,5692.564,"MARISHA","but he did roll a dice to randomly generate it.",1,0,0,0,"Kraghammer",1,1.39800000000014,11,0.00786838340486331,307,"MARISHA"
"308",12,5692.564,5697.478,"DAN","i did. i generated it randomly. flip the appropriate page. so i'm salty pete, the first mate of the obsidian helen. a sailor by trade. a scoundrel by nature.",0,1,0,0,"Kraghammer",1,4.91399999999976,31,0.00630850630850662,308,"GUESTS"
"309",12,5707.062,5712.663,"DAN","the captain gambled with the ship, so i fed him to a long-beaked squid with razor-sharp teeth. spent times on pontoon cigarette boats, skiffs, whoring, snoring and deploring across the land. i'm married to the sea but me best friend is a hermit crab named terrence.",0,1,0,0,"Kraghammer",1,5.60099999999966,50,0.00892697732547814,309,"GUESTS"
"310",12,5726.461,5732.888,"DAN","the only left-over i have from the helen is her flag, which i wear like a cape. i've met many friends over a buttery glass of chardonnay, sailor's choice.",0,1,0,0,"Kraghammer",1,6.42699999999968,33,0.00513458845495591,310,"GUESTS"
"311",12,5737.857,5743.262,"DAN","but i've lost many more. if you step to me, you best come correct. i'm on a quest to regain the helen. i play for pink slips. looking for clues at the bottom of a glass, oh you bet your arse i did. and now i fell in with a failed warlock named the snugglelord.",0,1,0,0,"Kraghammer",1,5.40499999999975,58,0.0107308048103613,311,"GUESTS"
"312",12,5760.291,5763.907,"MATT","and all that of was based on randomly generated information in the background section.",0,0,0,1,"Kraghammer",1,3.61599999999999,15,0.00414823008849559,312,"MATT"
"313",12,5763.907,5766.823,"MARISHA","he clearly fleshed it out. which is incredible.",1,0,0,0,"Kraghammer",1,2.91600000000017,9,0.00308641975308624,313,"MARISHA"
"314",12,5766.823,5768.175,"DAN","i added some flesh.",0,1,0,0,"Kraghammer",1,1.35199999999986,5,0.00369822485207138,314,"GUESTS"
"315",12,5768.175,5771.552,"MATT","it gives you a great basis to build off of. like, i assume you were the sailor.",0,0,0,1,"Kraghammer",1,3.3769999999995,18,0.005330174711283,315,"MATT"
"316",12,5771.607,5775.979,"DAN","yeah, i went for the sailor archetype. it's super cool because i really liked stuff like that back when i used to do campaigns because it gives you a great basis just for, you know, if you're not sure what you want to do with your character, it gives you good branching-off points and they you can just sort of add meat to that skeleton.",0,1,0,0,"Kraghammer",1,4.3720000000003,69,0.0157822506861837,316,"GUESTS"
"317",12,5786.095,5788.846,"TALIESIN","well, it's also one of the questions i hear from like people who haven't played the game before, when you first start with character creation is like, well, what are the rules on what i can be, and kind of trying to get them out of that, there are no forget about the rules. what do you want to be? this is like, this gives them a little set of rules that they can kind of grasp onto desperately for like their first game.",1,0,0,0,"Kraghammer",1,2.75099999999929,87,0.0316248636859405,317,"TALIESIN"
"318",12,5803.97,5804.858,"LIAM","we'll never",1,0,0,0,"Kraghammer",1,0.88799999999992,3,0.00337837837837868,318,"LIAM"
"319",12,5804.858,5806.088,"MARISHA","some of my favorite oh go ahead.",1,0,0,0,"Kraghammer",1,1.22999999999956,8,0.00650406504065271,319,"MARISHA"
"320",12,5806.088,5810.604,"LIAM","but we'll never forget oh and i'm eating chicken. you go ahead, i'm eating chicken.",1,0,0,0,"Kraghammer",1,4.51600000000053,19,0.0042072630646585,320,"LIAM"
"321",12,5810.604,5814.058,"MARISHA","i'll go first. some of my favorite characters that i've played with have all been people who decided what they wanted to be first and then picked a race and a class around what they wanted to be, so our good friend paradox really wanted to be, like a roadie who",1,0,0,0,"Kraghammer",1,3.45399999999972,53,0.0153445280833828,321,"MARISHA"
"322",12,5828.44,5831.864,"MARISHA","he wanted to be a roadie, essentially like a traveling circus, who was like the curtain guy for all these bands and so he made a monk who had these ropes and he had a whip and all of his abilities he would grapple people and tie people up with his ropes, and that was like what he based, he had an idea first and then built a character around. so, 'cause the system is so flexible, you can it'll allow you to be pretty much anything you want to be.",1,0,0,0,"Kraghammer",1,3.42399999999998,93,0.0271612149532712,322,"MARISHA"
"323",12,5853.562,5854.394,"MATT","yeah.",0,0,0,1,"Kraghammer",1,0.832000000000335,2,0.00240384615384519,323,"MATT"
"324",12,5854.394,5858.793,"MARISHA","so, one of the things i like, in pathfinder there's like, you can make a geisha dancer who did damage with fans, so you can pretty much be whatever and then figure it out from there.",1,0,0,0,"Kraghammer",1,4.39899999999943,38,0.00863832689247668,324,"MARISHA"
"325",12,5865.192,5869.049,"MATT","if it's not in the books, you can create it. you can build it. we made the gunslinger off pathfinder here for that, so like, it's totally open and the backgrounds are a great way. they have a whole section for personality traits and you can roll for a personality trait, or multiple, and ideals. so things that really drive your character in their life. bonds: things that really hold them, you know, via loyalty or to an ideal beyond that. and then flaws, which i love. like right here i rolled a two as a sailor. ""i'd say anything to avoid having to do extra work."" that's a great flaw for a sailor. probably not great for his work ethic, but you know. but those are really useful things, the backgrounds is a really cool addition for those who want a jumping point for building their characters' personality. ah, let's answer a few questions in the chat while we're going about this.",0,0,0,1,"Kraghammer",1,3.85699999999997,170,0.0440757065076488,325,"MATT"
"326",12,5906.884,5909.826,"OFFSCREEN","manoose asked: ""how do you handle magical items?""",0,0,1,0,"Kraghammer",1,2.94200000000001,9,0.00305914343983684,326,"OFFSCREEN"
"327",12,5909.826,5911.707,"MATT","how do you handle magical items?",0,0,0,1,"Kraghammer",1,1.88100000000031,7,0.00372142477405573,327,"MATT"
"328",12,5911.707,5914.056,"MARISHA AND MATT AND TALIESIN","very carefully.",1,0,0,0,"Kraghammer",1,2.34899999999925,3,0.0012771392081741,328,"MARISHA AND MATT AND TALIESIN"
"329",12,5914.056,5917.298,"MATT","the dungeon master guide actually has a really good breakdown about, in the magical items section, about the cost and rarity of magical items. i'm just going to pull it up here real fast. there's common. common magical items cost between 50 to 100 gold pieces. and it says ""character level: first or higher"". uncommon, also first or higher, but around 100 to 500 gold pieces. rare magical items are from fifth level or higher, around 500 to 5,000 gold pieces. then very rare, and then legendary which get higher and higher from there. legendary being 50,000 gold pieces and more. and so that helps you kinda gauge how easy or hard it is for players to find something of that level, and each one of the magical items in the book tells you if it's rare, uncommon, any of those type of circumstances. however, it gives you a range, so you as the gm or dm, you decide based on how powerful the item is, how much it's worth if the players wanted to sell it or buy it, and generally you consider if players are selling magical items, they're selling lower than they would buy it from, like any sort of pawn shop-type thing, they might get a quarter of what it's worth at a store, but if they're really charismatic and they're really good with their persuasion rolls they might be able to get more money than that, or conversely lower the price of items they want to buy. so, you wanna make sure you don't want to give too out too many items throughout the campaign quickly because then the players either get too powerful, and then any items you give them down the road seem not as interesting or flippant. i like to run a campaign that has, you know, occasional upgrades, just a little slow trickle with bursts of good item use, that way when you, they do find something truly magical, it's a, ""aw, nice!"" as opposed to, ""oh, ""it's another boots, who wants the boots? that's i've already got like three, here, you have that."" you know. it becomes less interesting and less special to me, so i like to trickle them out and keeping tabs on what players have, what they're missing, and then eventually kind of incorporate aspects of what they can upgrade their characters with down the road. or they can create them for themselves. there are rules for creating magical items if they have an arcane practice to their class.",0,0,0,1,"Kraghammer",1,3.24200000000019,440,0.135718692165322,329,"MATT"
"330",12,6025.926,6029.01,"TALIESIN","we're sponsored by a store in-game, too.",1,0,0,0,"Kraghammer",1,3.08399999999983,10,0.00324254215304817,330,"TALIESIN"
"331",12,6029.01,6031.638,"MATT","you are sponsored by gilmore's glorious goods. those of you, though you have not been there yet, so",0,0,0,1,"Kraghammer",1,2.6279999999997,19,0.00722983257229915,331,"MATT"
"332",12,6032.624,6034.253,"MARISHA","oh my god, i forgot we're sponsored by them.",1,0,0,0,"Kraghammer",1,1.62899999999991,11,0.00675260896255411,332,"MARISHA"
"333",12,6034.253,6035.541,"TALIESIN","we are sponsored by gilmore.",1,0,0,0,"Kraghammer",1,1.28800000000047,6,0.00465838509316602,333,"TALIESIN"
"334",12,6035.541,6037.749,"LIAM","eventually, you will all have the pleasure to meet gilmore.",1,0,0,0,"Kraghammer",1,2.20799999999963,11,0.00498188405797185,334,"LIAM"
"335",12,6037.749,6039.786,"ORION","gilmore is fantastic!",1,0,0,0,"Kraghammer",1,2.03700000000026,4,0.0019636720667646,335,"ORION"
"336",12,6039.786,6040.714,"MARISHA","i love gilmore.",1,0,0,0,"Kraghammer",1,0.927999999999884,4,0.00431034482758675,336,"MARISHA"
"337",12,6040.714,6041.72,"ORION","fantastic fellow.",1,0,0,0,"Kraghammer",1,1.00600000000031,3,0.00298210735586388,337,"ORION"
"338",12,6041.72,6042.936,"LIAM","he's a little sweet on me.",1,0,0,0,"Kraghammer",1,1.21599999999944,8,0.00657894736842408,338,"LIAM"
"339",12,6042.936,6044.446,"MATT","gilmore is a fan of vax.",0,0,0,1,"Kraghammer",1,1.51000000000022,7,0.0046357615894033,339,"MATT"
"340",12,6044.446,6046.164,"MARISHA","a little thing for vax.",1,0,0,0,"Kraghammer",1,1.71799999999985,6,0.00349243306169996,340,"MARISHA"
"341",12,6046.164,6052.58,"OFFSCREEN","nsfthermont asks, ""to what degree do you allow/encourage the players to contribute to the world's lore?""",0,0,1,0,"Kraghammer",1,6.41600000000017,19,0.00296134663341638,341,"OFFSCREEN"
"342",12,6053.984,6058.083,"MATT","all right, so, how much do i allow the players to contribute to lore? for their character backgrounds, i like them to contribute a lot about where they come from and what their stories are. everyone's backgrounds you see in the opening videos, they wrote themselves, and then i take those and i incorporate that into the world that i'm creating. and occasionally they'll cross paths with aspects of their personal history and in the future will as well. some of them will just be breezing through encounters, some of them will actually find moments in the story that will directly be part of their personal goals, that will, we shall see. i like the players to incorporate aspects of their history, but beyond that, i don't want them to flesh out too much of their current or future aspects of the world because to them that takes out some of the mystery. what i think is great as a player is knowing where you came from and not knowing where you're going. so, like, for instance, tiberius",0,0,0,1,"Kraghammer",1,4.09899999999925,183,0.0446450353744897,342,"MATT"
"343",12,6107.633,6112.79,"ORION","yeah, lot of you asked about my mending wheel, 'cause i've used that a bunch. and the mending wheel is part of something that tiberius' personal quest is about, that i wrote and gave to matthew. it's like this is",1,0,0,0,"Kraghammer",1,5.15700000000015,42,0.0081442699243744,343,"ORION"
"344",12,6120.92,6121.939,"MATT","like two years ago.",0,0,0,1,"Kraghammer",1,1.01900000000023,5,0.00490677134445423,344,"MATT"
"345",12,6121.939,6125.824,"ORION","yeah, it's like over two years now. wow, it's been a while. but i said, ""here, this is what ""his goals are, this is why he's travelling with this group of people."" and that is like, when i found that thing, he doesn't make it, you know, very difficult, but he doesn't make it easy either. like when we came across it, there was this npc witch, right?",1,0,0,0,"Kraghammer",1,3.88499999999931,74,0.0190476190476224,345,"ORION"
"346",12,6144.689,6146.946,"MATT","it was a hag. you heard me mention her earlier.",0,0,0,1,"Kraghammer",1,2.25699999999961,11,0.00487372618520244,346,"MATT"
"347",12,6146.946,6151.997,"ORION","and we had this interaction where he it was about something else, our main quest that we were doing and he said, he was describing her place and he said something-something wheel. just, and was listing things, and i was like, ""wait a minute, that's one of my things i think i ""wrote about!"" and i then as tiberius inquired about it, then that became a conversation between me and the npc and i had to does that apply now? is that gone?",1,0,0,0,"Kraghammer",1,5.05100000000039,86,0.0170263314195196,347,"ORION"
"348",12,6177.25,6178.398,"TALIESIN","no, that's not gone.",1,0,0,0,"Kraghammer",1,1.14800000000014,6,0.0052264808362363,348,"TALIESIN"
"349",12,6178.398,6179.282,"ORION","oh, no.",1,0,0,0,"Kraghammer",1,0.884000000000015,3,0.00339366515837098,349,"ORION"
"350",12,6179.282,6181.197,"MARISHA","that piece of fortune you handed over?",1,0,0,0,"Kraghammer",1,1.91499999999996,8,0.00417754569190608,350,"MARISHA"
"351",12,6181.197,6184.018,"ORION","i had to negotiate some of my fortune which, i still don't know what that means.",1,0,0,0,"Kraghammer",1,2.82099999999991,18,0.00638071605813561,351,"ORION"
"352",12,6184.018,6185.998,"MARISHA","no, that's gonna fuck us so hard one of these days.",1,0,0,0,"Kraghammer",1,1.97999999999956,13,0.00656565656565801,352,"MARISHA"
